gene	cluster	cell_type	individual	gene.score	p_val_adj	diff.pct	enrichment.ratio	pct.1	pct.2	avg_logFC
GAPDH	pfc	neuron	gw16	0.93296	0	0.032	1.0332	0.996	0.964	0.90298
PRDX1	pfc	neuron	gw16	0.92954	0	0.053	1.05843	0.96	0.907	0.87822
NKAIN3	pfc	neuron	gw16	0.92672	0	0.157	1.44101	0.513	0.356	0.6431
HMGN2	pfc	neuron	gw16	0.92277	0	0.038	1.05855	0.687	0.649	0.87172
EEF1D	pfc	neuron	gw16	0.89674	0	0.053	1.07507	0.759	0.706	0.83412
NDUFA6	pfc	neuron	gw16	0.85013	0	0.17	1.38117	0.616	0.446	0.61551
SERF2	pfc	neuron	gw16	0.8404	0	0.102	1.12977	0.888	0.786	0.74387
GSTP1	pfc	neuron	gw16	0.81192	0	0.079	1.09599	0.902	0.823	0.74081
TPI1	pfc	neuron	gw16	0.80745	0	0.111	1.16642	0.778	0.667	0.69225
H1FX	pfc	neuron	gw16	0.79768	0	0.171	1.24675	0.864	0.693	0.63981
RAN	pfc	neuron	gw16	0.79026	0	0.078	1.09535	0.896	0.818	0.72146
ENY2	pfc	neuron	gw16	0.78461	0	0.148	1.32385	0.605	0.457	0.59267
CSRP2	pfc	neuron	gw16	0.76902	0	0.102	1.13195	0.875	0.773	0.67937
TMEM158	pfc	neuron	gw16	0.72154	0	0.097	1.20682	0.566	0.469	0.59788
UBE2E3	pfc	neuron	gw16	0.7161	0	0.146	1.24621	0.739	0.593	0.57462
SUB1	pfc	neuron	gw16	0.70259	0	0.082	1.10111	0.893	0.811	0.63807
LDHB	pfc	neuron	gw16	0.69839	0	0.053	1.0644	0.876	0.823	0.65614
SNRPG	pfc	neuron	gw16	0.67508	0	0.1	1.18116	0.652	0.552	0.57154
ERH	pfc	neuron	gw16	0.67175	0	0.069	1.08293	0.901	0.832	0.6203
COX5A	pfc	neuron	gw16	0.66067	0	0.136	1.21283	0.775	0.639	0.54474
SRI	pfc	neuron	gw16	0.63741	0	0.121	1.25636	0.593	0.472	0.50735
HNRNPAB	pfc	neuron	gw16	0.6317	0	0.125	1.31486	0.522	0.397	0.48043
MT-CO2	pfc	neuron	gw16	0.62542	0	0.008	1.00807	0.999	0.991	0.62041
PSMB2	pfc	neuron	gw16	0.61614	0	0.124	1.25203	0.616	0.492	0.49211
PRDX3	pfc	neuron	gw16	0.61364	0	0.139	1.36675	0.518	0.379	0.44897
SNRPD1	pfc	neuron	gw16	0.60505	0	0.084	1.12575	0.752	0.668	0.53747
ATP6V1G1	pfc	neuron	gw16	0.60403	0	0.088	1.10667	0.913	0.825	0.54581
LSM3	pfc	neuron	gw16	0.59272	0	0.101	1.19727	0.613	0.512	0.49506
RPS7	pfc	neuron	gw16	0.58788	0	0.009	1.00909	0.999	0.99	0.58258
CNBP	pfc	neuron	gw16	0.58749	0	0.106	1.19378	0.653	0.547	0.49212
HINT1	pfc	neuron	gw16	0.56908	0	0.033	1.03496	0.977	0.944	0.54986
ANAPC11	pfc	neuron	gw16	0.56489	0	0.093	1.15526	0.692	0.599	0.48897
SEC11A	pfc	neuron	gw16	0.55943	0	0.112	1.26478	0.535	0.423	0.44231
KRT10	pfc	neuron	gw16	0.5535	0	0.125	1.22686	0.676	0.551	0.45115
C14orf166	pfc	neuron	gw16	0.55246	0	0.096	1.14769	0.746	0.65	0.48136
HMGB1	pfc	neuron	gw16	0.55143	0	0.01	1.01025	0.986	0.976	0.54584
MYL6	pfc	neuron	gw16	0.54626	0	0.033	1.0356	0.96	0.927	0.52748
SEC61B	pfc	neuron	gw16	0.54622	0	0.084	1.11554	0.811	0.727	0.48965
NHP2	pfc	neuron	gw16	0.54135	0	0.118	1.23137	0.628	0.51	0.43963
RPL8	pfc	neuron	gw16	0.54049	0	0.003	1.00302	0.996	0.993	0.53886
PSMA7	pfc	neuron	gw16	0.53486	0	0.092	1.1166	0.881	0.789	0.47901
RPS4Y1	pfc	neuron	gw16	0.52617	0	0.072	1.08401	0.929	0.857	0.48539
H3F3B	pfc	neuron	gw16	0.5235	0	0.02	1.02053	0.994	0.974	0.51297
MT-CYB	pfc	neuron	gw16	0.52104	0	0.007	1.00708	0.996	0.989	0.51738
COA3	pfc	neuron	gw16	0.52035	0	0.109	1.24439	0.555	0.446	0.41815
RWDD1	pfc	neuron	gw16	0.51871	0	0.104	1.26196	0.501	0.397	0.41103
SLC25A5	pfc	neuron	gw16	0.51695	0	0.072	1.11765	0.684	0.612	0.46253
C8orf59	pfc	neuron	gw16	0.51553	0	0.112	1.26923	0.528	0.416	0.40618
NDUFA12	pfc	neuron	gw16	0.51251	0	0.099	1.16583	0.696	0.597	0.43961
HMGN3	pfc	neuron	gw16	0.51141	0	0.088	1.14474	0.696	0.608	0.44675
POMP	pfc	neuron	gw16	0.50802	0	0.091	1.14399	0.723	0.632	0.44408
C19orf53	pfc	neuron	gw16	0.50739	0	0.098	1.22022	0.543	0.445	0.41581
NDUFC2	pfc	neuron	gw16	0.50688	0	0.07	1.09421	0.813	0.743	0.46323
LSM2	pfc	neuron	gw16	0.50472	0	0.076	1.16309	0.542	0.466	0.43395
UBB	pfc	neuron	gw16	0.5034	0	0.027	1.02827	0.982	0.955	0.48956
SRP14	pfc	neuron	gw16	0.50203	0	0.026	1.02686	0.994	0.968	0.4889
MRPS6	pfc	neuron	gw16	0.49688	0	0.087	1.18831	0.549	0.462	0.41814
CENPV	pfc	neuron	gw16	0.49591	0	0.033	1.03986	0.861	0.828	0.4769
ATP5G2	pfc	neuron	gw16	0.4943	0	0.054	1.06257	0.917	0.863	0.4652
LSM7	pfc	neuron	gw16	0.49404	0	0.084	1.10909	0.854	0.77	0.44545
SCAND1	pfc	neuron	gw16	0.49108	0	0.079	1.1426	0.633	0.554	0.42979
UBE2S	pfc	neuron	gw16	0.48747	0	-0.021	0.96916	0.66	0.681	0.50298
RHOA	pfc	neuron	gw16	0.48517	0	0.083	1.19258	0.514	0.431	0.40682
HNRNPDL	pfc	neuron	gw16	0.48378	0	0.042	1.0474	0.928	0.886	0.46188
FUNDC2	pfc	neuron	gw16	0.48224	0	0.091	1.16883	0.63	0.539	0.41258
RBM8A	pfc	neuron	gw16	0.4807	0	0.074	1.1296	0.645	0.571	0.42555
PDCD5	pfc	neuron	gw16	0.47693	0	0.088	1.16117	0.634	0.546	0.41073
GTF3C6	pfc	neuron	gw16	0.47104	0	0.09	1.17578	0.602	0.512	0.40062
HSBP1	pfc	neuron	gw16	0.46894	0	0.07	1.08963	0.851	0.781	0.43037
SF3B6	pfc	neuron	gw16	0.46818	0	0.089	1.12125	0.823	0.734	0.41755
RPL6	pfc	neuron	gw16	0.46777	0	0.005	1.00503	1	0.995	0.46543
MRPL51	pfc	neuron	gw16	0.46521	0	0.071	1.14257	0.569	0.498	0.40716
RANBP1	pfc	neuron	gw16	0.46405	0	0.017	1.02595	0.672	0.655	0.45231
SSBP1	pfc	neuron	gw16	0.4602	0	0.087	1.15591	0.645	0.558	0.39813
ATP5O	pfc	neuron	gw16	0.45709	0	0.057	1.07063	0.864	0.807	0.42694
PRDX2	pfc	neuron	gw16	0.4554	0	0.028	1.0295	0.977	0.949	0.44234
GTF2A2	pfc	neuron	gw16	0.45519	0	0.08	1.14599	0.628	0.548	0.3972
LSM4	pfc	neuron	gw16	0.45373	0	0.044	1.09382	0.513	0.469	0.41482
PSMB1	pfc	neuron	gw16	0.45306	0	0.06	1.08785	0.743	0.683	0.41647
NDUFB11	pfc	neuron	gw16	0.44921	0	0.046	1.05145	0.94	0.894	0.42722
FTH1	pfc	neuron	gw16	0.44898	0	0.001	1.001	1	0.999	0.44854
TRMT112	pfc	neuron	gw16	0.44853	0	0.091	1.18496	0.583	0.492	0.37852
ATP5J	pfc	neuron	gw16	0.44731	0	0.06	1.07246	0.888	0.828	0.41709
NDUFA4	pfc	neuron	gw16	0.4458	0	0.06	1.06795	0.943	0.883	0.41744
SAP18	pfc	neuron	gw16	0.44386	0	0.058	1.08357	0.752	0.694	0.40963
ATP5G1	pfc	neuron	gw16	0.43903	0	0.072	1.12926	0.629	0.557	0.38877
COX8A	pfc	neuron	gw16	0.4376	0	0.054	1.08048	0.725	0.671	0.40501
SHFM1	pfc	neuron	gw16	0.43307	0	0.076	1.13793	0.627	0.551	0.38058
ACTB	pfc	neuron	gw16	0.43262	0	0.012	1.01215	1	0.988	0.42743
MT-ND3	pfc	neuron	gw16	0.43252	0	0.015	1.01534	0.993	0.978	0.42599
RPL5	pfc	neuron	gw16	0.43249	0	0.008	1.00806	1	0.992	0.42903
TMA7	pfc	neuron	gw16	0.42675	0	0.058	1.07205	0.863	0.805	0.39807
RPL36AL	pfc	neuron	gw16	0.42615	0	0.076	1.11014	0.766	0.69	0.38387
FDPS	pfc	neuron	gw16	0.42525	0	0.052	1.09774	0.584	0.532	0.38739
NDUFAB1	pfc	neuron	gw16	0.4209	0	0.062	1.09038	0.748	0.686	0.38601
ATP5C1	pfc	neuron	gw16	0.42069	0	0.056	1.07537	0.799	0.743	0.39121
SEC61G	pfc	neuron	gw16	0.41641	0	0.065	1.0942	0.755	0.69	0.38056
PSMA4	pfc	neuron	gw16	0.41512	0	0.051	1.10366	0.543	0.492	0.37613
ATP5G3	pfc	neuron	gw16	0.41487	0	0.057	1.07345	0.833	0.776	0.38648
PPIB	pfc	neuron	gw16	0.41376	0	0.063	1.09517	0.725	0.662	0.3778
PSMB6	pfc	neuron	gw16	0.41358	0	0.054	1.07681	0.757	0.703	0.38408
SUMO1	pfc	neuron	gw16	0.4109	0	0.048	1.06349	0.804	0.756	0.38637
HSPE1	pfc	neuron	gw16	0.40869	0	0.077	1.09436	0.893	0.816	0.37345
PTMA	pfc	neuron	gw16	0.40737	0	0.004	1.00402	1	0.996	0.40574
FTL	pfc	neuron	gw16	0.40654	0	0.011	1.01114	0.998	0.987	0.40206
SNRPE	pfc	neuron	gw16	0.40528	0	0.037	1.05564	0.702	0.665	0.38392
NOP10	pfc	neuron	gw16	0.40343	0	0.077	1.17701	0.512	0.435	0.34276
CLNS1A	pfc	neuron	gw16	0.4033	0	0.074	1.16972	0.51	0.436	0.34479
RPL7A	pfc	neuron	gw16	0.39987	0	0.003	1.00301	1	0.997	0.39867
NDUFA3	pfc	neuron	gw16	0.39659	0	0.058	1.10943	0.588	0.53	0.35747
CSTB	pfc	neuron	gw16	0.39511	0	0.064	1.13223	0.548	0.484	0.34897
GADD45GIP1	pfc	neuron	gw16	0.39483	0	0.046	1.07578	0.653	0.607	0.36701
SKP1	pfc	neuron	gw16	0.39473	0	0.028	1.03011	0.958	0.93	0.38319
SNRPD2	pfc	neuron	gw16	0.3933	0	0.062	1.10783	0.637	0.575	0.35502
WDR83OS	pfc	neuron	gw16	0.39118000000000003	0	0.068	1.11277	0.671	0.603	0.35154
SLC25A3	pfc	neuron	gw16	0.39106	0	0.034	1.04315	0.822	0.788	0.37488
RPL11	pfc	neuron	gw16	0.39105	0	0.001	1.001	1	0.999	0.39066
UBE2V2	pfc	neuron	gw16	0.38556	0	0.059	1.10946	0.598	0.539	0.34752
ATP5I	pfc	neuron	gw16	0.38515	0	0.059	1.10315	0.631	0.572	0.34914
NDUFS6	pfc	neuron	gw16	0.38314	0	0.04	1.0692	0.618	0.578	0.35834
RPS26	pfc	neuron	gw16	0.37892	0	0.018	1.01905	0.963	0.945	0.37184
BTF3	pfc	neuron	gw16	0.3787	0	0.019	1.01973	0.982	0.963	0.37138
NPM1	pfc	neuron	gw16	0.37818	0	0.008	1.00877	0.92	0.912	0.37489
NDUFB9	pfc	neuron	gw16	0.37743	0	0.046	1.08471	0.589	0.543	0.34795
UBE2I	pfc	neuron	gw16	0.3757	0	0.049	1.07903	0.669	0.62	0.34819
SRP9	pfc	neuron	gw16	0.3735	0	0.036	1.04245	0.884	0.848	0.35829
FAM96B	pfc	neuron	gw16	0.37299	0	0.045	1.06215	0.769	0.724	0.35116000000000003
RPL12	pfc	neuron	gw16	0.37224	0	0.008	1.00808	0.998	0.99	0.36925
ZNF706	pfc	neuron	gw16	0.37016	0	0.046	1.08394	0.594	0.548	0.3415
MT-CO1	pfc	neuron	gw16	0.36941	0	0.006	1.0060500000000001	0.998	0.992	0.36719
PTGES3	pfc	neuron	gw16	0.36835	0	0.033	1.04242	0.811	0.778	0.35336
NFIA	pfc	neuron	gw16	0.36472	0	0.134	1.30947	0.567	0.433	0.27852
COX4I1	pfc	neuron	gw16	0.36306	0	0.035	1.03906	0.931	0.896	0.34941
SPCS1	pfc	neuron	gw16	0.36301	0	0.056	1.10687	0.58	0.524	0.32796
COX7A2	pfc	neuron	gw16	0.36299	0	0.036	1.04157	0.902	0.866	0.3485
SELK	pfc	neuron	gw16	0.36091	0	0.074	1.16087	0.534	0.46	0.31089
CACYBP	pfc	neuron	gw16	0.36063	0	0.047	1.08608	0.593	0.546	0.33205
ATP5F1	pfc	neuron	gw16	0.35924	0	0.044	1.08478	0.563	0.519	0.33116
SPCS2	pfc	neuron	gw16	0.35792	0	0.042	1.06763	0.663	0.621	0.33525
ZNF22	pfc	neuron	gw16	0.35705	0	0.047	1.10262	0.505	0.458	0.32382
ARPC3	pfc	neuron	gw16	0.35645	0	0.048	1.06486	0.788	0.74	0.33473
UQCRQ	pfc	neuron	gw16	0.35627	0	0.062	1.09612	0.707	0.645	0.32503
RCN2	pfc	neuron	gw16	0.354	0	0.026	1.03626	0.743	0.717	0.34161
EIF3K	pfc	neuron	gw16	0.34942	0	0.033	1.04269	0.806	0.773	0.33511
NNAT	pfc	neuron	gw16	0.34937	0	0.002	1.0023	0.871	0.869	0.34857
CHCHD2	pfc	neuron	gw16	0.34869	0	0.016	1.01709	0.952	0.936	0.34283
DAD1	pfc	neuron	gw16	0.34522	0	0.048	1.08791	0.594	0.546	0.31732
PDCD6	pfc	neuron	gw16	0.34431	0	0.037	1.07445	0.534	0.497	0.32045
NDUFV2	pfc	neuron	gw16	0.34329	0	0.041	1.07093	0.619	0.578	0.32055
NACA	pfc	neuron	gw16	0.34171	0	0.006	1.00604	1	0.994	0.33966
NDUFS8	pfc	neuron	gw16	0.34104	0	0.036	1.0695	0.554	0.518	0.31888
SRM	pfc	neuron	gw16	0.341	0	0.023	1.0384	0.622	0.599	0.32839
VBP1	pfc	neuron	gw16	0.33969	0	0.058	1.11284	0.572	0.514	0.30525
SOD1	pfc	neuron	gw16	0.33901	0	0.027	1.03529	0.792	0.765	0.32746
PA2G4	pfc	neuron	gw16	0.33834	0	0.024	1.04969	0.507	0.483	0.32232
RPS28	pfc	neuron	gw16	0.33546	0	0.008	1.00807	0.999	0.991	0.33277
TALDO1	pfc	neuron	gw16	0.33472	0	0.032	1.05246	0.642	0.61	0.31803
AP2S1	pfc	neuron	gw16	0.33416	0	0.031	1.05576	0.587	0.556	0.31651
RHEB	pfc	neuron	gw16	0.33328	0	0.027	1.05056	0.561	0.534	0.31724
UQCR10	pfc	neuron	gw16	0.3313	0	0.019	1.02672	0.73	0.711	0.32268
COX6B1	pfc	neuron	gw16	0.33011	0	0.033	1.04156	0.827	0.794	0.31694
NDUFB2	pfc	neuron	gw16	0.32812	0	0.029	1.04137	0.73	0.701	0.31508
H2AFY	pfc	neuron	gw16	0.32739	0	0.02	1.03442	0.601	0.581	0.3165
EID1	pfc	neuron	gw16	0.32602	0	0.008	1.00945	0.855	0.847	0.32296
OST4	pfc	neuron	gw16	0.32537	0	0.013	1.02117	0.627	0.614	0.31863
PFDN2	pfc	neuron	gw16	0.3241	0	0.018	1.02317	0.795	0.777	0.31676
HSPB1	pfc	neuron	gw16	0.32247	0	0.12	1.23622	0.628	0.508	0.26085
HMGN1	pfc	neuron	gw16	0.31621	0	0.02	1.02361	0.867	0.847	0.30892
GPX4	pfc	neuron	gw16	0.31583	0	0.003	1.00367	0.82	0.817	0.31467
RPS3A	pfc	neuron	gw16	0.31403	0	0.001	1.001	1	0.999	0.31371
VDAC2	pfc	neuron	gw16	0.31384	0	0.024	1.0303	0.816	0.792	0.30461
UBL5	pfc	neuron	gw16	0.31352	0	0.023	1.03046	0.778	0.755	0.30425
MT-ND5	pfc	neuron	gw16	0.31332	0	0.027	1.03301	0.845	0.818	0.30331
TMSB15A	pfc	neuron	gw16	0.31209	0	0.02	1.0271	0.758	0.738	0.30386
TBCA	pfc	neuron	gw16	0.31163	0	0.028	1.03738	0.777	0.749	0.3004
RPS13	pfc	neuron	gw16	0.31081	0	0.002	1.00201	0.999	0.997	0.31018
NDUFC1	pfc	neuron	gw16	0.30744	0	0.037	1.07856	0.508	0.471	0.28505
NAP1L1	pfc	neuron	gw16	0.30647	0	0.004	1.00649	0.62	0.616	0.30449
RBX1	pfc	neuron	gw16	0.30627	0	0.013	1.01731	0.764	0.751	0.30106
NDUFB4	pfc	neuron	gw16	0.30418	0	0.044	1.06061	0.77	0.726	0.2868
GABARAPL2	pfc	neuron	gw16	0.30228	0	0.018	1.02169	0.848	0.83	0.29586
SUMO2	pfc	neuron	gw16	0.29943	0	0.01	1.01024	0.987	0.977	0.2964
PPA1	pfc	neuron	gw16	0.2984	0	0	1	0.836	0.836	0.2984
PSMB3	pfc	neuron	gw16	0.29614	0	0.015	1.02636	0.584	0.569	0.28854
POLR2F	pfc	neuron	gw16	0.29186	0	0.039	1.07662	0.548	0.509	0.27109
NDUFA11	pfc	neuron	gw16	0.29154	0	0.024	1.04959	0.508	0.484	0.27777
C4orf48	pfc	neuron	gw16	0.29108	0	-0.026	0.96424	0.701	0.727	0.30188
SNX3	pfc	neuron	gw16	0.2887	0	0.04	1.08475	0.512	0.472	0.26615
DDT	pfc	neuron	gw16	0.2862	0	0.042	1.08589	0.531	0.489	0.26356
COX7B	pfc	neuron	gw16	0.28552	0	0.03	1.04894	0.643	0.613	0.2722
SNRPB2	pfc	neuron	gw16	0.28523	0	0.022	1.03427	0.664	0.642	0.27578
MT-ND4	pfc	neuron	gw16	0.28245	0	0.014	1.01423	0.998	0.984	0.27849
PSMB5	pfc	neuron	gw16	0.27882	0	0.016	1.02238	0.731	0.715	0.27271
ZC3H15	pfc	neuron	gw16	0.27769	0	0.035	1.06616	0.564	0.529	0.26045
C11orf31	pfc	neuron	gw16	0.27743	0	0.01	1.01546	0.657	0.647	0.27321
RPL30	pfc	neuron	gw16	0.27667	0	0.002	1.002	1	0.998	0.27612
C12orf57	pfc	neuron	gw16	0.27577	0	-0.001	0.99884	0.859	0.86	0.27609
PFN1	pfc	neuron	gw16	0.27458	0	0.016	1.03219	0.513	0.497	0.26602
FIS1	pfc	neuron	gw16	0.2724	0	0.02	1.03106	0.664	0.644	0.2642
RPAIN	pfc	neuron	gw16	0.27067	0	-0.002	0.99737	0.758	0.76	0.27139
PGLS	pfc	neuron	gw16	0.27036	0	0.023	1.04114	0.582	0.559	0.25968
MZT2B	pfc	neuron	gw16	0.26895	0	0.007	1.00922	0.766	0.759	0.26649
FAU	pfc	neuron	gw16	0.26868	0	0.007	1.00709	0.995	0.988	0.26679
ESD	pfc	neuron	gw16	0.26686	0	0.024	1.04868	0.517	0.493	0.25447
PSMD8	pfc	neuron	gw16	0.26647	0	0.017	1.02615	0.667	0.65	0.25968
ATP5J2	pfc	neuron	gw16	0.26365	0	0.022	1.03338	0.681	0.659	0.25513
RPL39	pfc	neuron	gw16	0.26291	0	0.002	1.00201	0.999	0.997	0.26239
RPS27A	pfc	neuron	gw16	0.26141	0	0.001	1.001	0.999	0.998	0.26115
PARK7	pfc	neuron	gw16	0.2609	0	0.01	1.01178	0.859	0.849	0.25786
SNRPF	pfc	neuron	gw16	0.25801	0	0.01	1.01536	0.661	0.651	0.25411
DNAJC8	pfc	neuron	gw16	0.25789	0	0.012	1.0241	0.51	0.498	0.25182
MRPS34	pfc	neuron	gw16	0.25716	0	0.015	1.02863	0.539	0.524	0.25
HES6	pfc	neuron	gw16	0.24919	0	-0.073	0.91098	0.747	0.82	0.27354
SH3BGRL3	pfc	neuron	gw16	0.24609	0	-0.012	0.97753	0.522	0.534	0.25174
OAZ1	pfc	neuron	gw16	0.24266	0	-0.029	0.96234	0.741	0.77	0.25216
SLN	pfc	neuron	gw17	1.31129	0	0.257	1.90175	0.542	0.285	0.68952
RPRM	pfc	neuron	gw17	0.89878	0	0.223	1.57623	0.61	0.387	0.57021
MT-ND4L	pfc	neuron	gw17	0.62493	0	0.15	1.42373	0.504	0.354	0.43894
MEIS2	pfc	neuron	gw17	0.5791	1e-5	0.128	1.33075	0.515	0.387	0.43517
EIF1B	pfc	neuron	gw17	0.46269	0	0.092	1.20044	0.551	0.459	0.38544
ENC1	pfc	neuron	gw17	0.46073	1.6e-4	0.137	1.35677	0.521	0.384	0.33958
NNAT	pfc	neuron	gw17	0.43209	0	0.177	1.24686	0.894	0.717	0.34654
MIF	pfc	neuron	gw17	0.41108	0	0.117	1.1448	0.925	0.808	0.35909
AC090498.1	pfc	neuron	gw17	0.40797	0	0.102	1.12734	0.903	0.801	0.36189
ARL6IP1	pfc	neuron	gw17	0.38393	0	0.107	1.16877	0.741	0.634	0.32849
CSRP2	pfc	neuron	gw17	0.35478	0	0.061	1.07771	0.846	0.785	0.3292
ARPC5	pfc	neuron	gw17	0.32123	0.00767	0.064	1.12574	0.573	0.509	0.28535
TUBB2A	pfc	neuron	gw17	0.3163	0	0.056	1.0608	0.977	0.921	0.29817
TXN	pfc	neuron	gw17	0.30556	0.02178	0.099	1.19038	0.619	0.52	0.25669
YWHAQ	pfc	neuron	gw17	0.30137	0	0.018	1.02539	0.727	0.709	0.2939
MLLT11	pfc	neuron	gw17	0.29117	0	0.045	1.04972	0.95	0.905	0.27738
C4orf48	pfc	neuron	gw18	146.124	0	0.898	70.07692	0.911	0.013	2.08519
PCSK1N	pfc	neuron	gw18	50.94989	0	0.919	20.97826	0.965	0.046	2.4287
ATP5D	pfc	neuron	gw18	31.01363	0	0.697	21.5	0.731	0.034	1.44249
KRT10	pfc	neuron	gw18	13.43391	0	0.477	14.25	0.513	0.036	0.94273
TMEM160	pfc	neuron	gw18	13.08044	0	0.578	10.96552	0.636	0.058	1.19287
CENPV	pfc	neuron	gw18	11.35679	0	0.587	10.46774	0.649	0.062	1.08493
C1QBP	pfc	neuron	gw18	10.27026	0	0.496	11.12245	0.545	0.049	0.92338
TTC9B	pfc	neuron	gw18	9.88379	0	0.499	9.18033	0.56	0.061	1.07663
HES6	pfc	neuron	gw18	9.34818	0	0.497	8.64615	0.562	0.065	1.0812
PODXL2	pfc	neuron	gw18	5.26717	0	0.499	5.4955	0.61	0.111	0.95845
NPDC1	pfc	neuron	gw18	4.93152	0	0.422	6.34177	0.501	0.079	0.77762
PRELID1	pfc	neuron	gw18	4.31933	0	0.434	4.94545	0.544	0.11	0.87339
SLN	pfc	neuron	gw18	3.7665	0	0.424	4.05036	0.563	0.139	0.92992
YBX1	pfc	neuron	gw18	3.60279	0	0.375	1.6	1	0.625	2.25175
MARCKSL1	pfc	neuron	gw18	3.37583	0	0.385	1.62704	0.999	0.614	2.07484
GLTSCR2	pfc	neuron	gw18	3.23837	0	0.479	3.5615	0.666	0.187	0.90927
MTCH1	pfc	neuron	gw18	3.19089	0	0.402	4.09231	0.532	0.13	0.77973
VSTM2L	pfc	neuron	gw18	3.17407	0	0.389	4.32479	0.506	0.117	0.73393
CYC1	pfc	neuron	gw18	2.97296	0	0.385	4.00781	0.513	0.128	0.74179
HNRNPAB	pfc	neuron	gw18	2.89636	0	0.386	3.96923	0.516	0.13	0.7297
METTL9	pfc	neuron	gw18	2.51684	0	0.433	3.165	0.633	0.2	0.79521
YWHAH	pfc	neuron	gw18	2.27398	0	0.445	2.85417	0.685	0.24	0.79672
TERF2IP	pfc	neuron	gw18	2.25017	0	0.477	2.37069	0.825	0.348	0.94916
GADD45GIP1	pfc	neuron	gw18	2.23824	0	0.432	2.9115	0.658	0.226	0.76876
LY6H	pfc	neuron	gw18	2.22223	0	0.464	2.65714	0.744	0.28	0.83632
RAC3	pfc	neuron	gw18	2.00528	0	0.424	2.51429	0.704	0.28	0.79755
PPM1G	pfc	neuron	gw18	1.54156	0	0.329	2.53738	0.543	0.214	0.60754
GTF3A	pfc	neuron	gw18	1.49923	0	0.33	2.52778	0.546	0.216	0.5931
MAP1LC3A	pfc	neuron	gw18	1.43455	0	0.35	2.36187	0.607	0.257	0.60738
RERE	pfc	neuron	gw18	1.41857	0	0.348	2.24731	0.627	0.279	0.63123
NDFIP1	pfc	neuron	gw18	1.38503	0	0.371	2.07849	0.715	0.344	0.66636
MRPL41	pfc	neuron	gw18	1.36305	0	0.316	2.43636	0.536	0.22	0.55946
SERP2	pfc	neuron	gw18	1.3364	0	0.315	2.41256	0.538	0.223	0.55394
RANBP1	pfc	neuron	gw18	1.33137	0	0.368	2.20656	0.673	0.305	0.60337
PKIA	pfc	neuron	gw18	1.26208	0	0.322	2.22433	0.585	0.263	0.5674
SH3BP5	pfc	neuron	gw18	1.22582	0	0.305	2.32035	0.536	0.231	0.52829
MZT2B	pfc	neuron	gw18	1.22228	0	0.293	2.29075	0.52	0.227	0.53357
NT5C3B	pfc	neuron	gw18	1.16911	0	0.29	2.33028	0.508	0.218	0.50171
RPL36A	pfc	neuron	gw18	1.16457	0	0.326	1.54243	0.927	0.601	0.75502
FTH1	pfc	neuron	gw18	1.11147	0	0.123	1.14025	1	0.877	0.97476
TSPAN13	pfc	neuron	gw18	1.10984	0	0.319	2.12324	0.603	0.284	0.52271
NOVA1	pfc	neuron	gw18	1.03526	0	0.266	2.12712	0.502	0.236	0.4867
SRSF2	pfc	neuron	gw18	0.99813	0	0.28	2.12903	0.528	0.248	0.46882
UQCRFS1	pfc	neuron	gw18	0.98726	0	0.298	2.15504	0.556	0.258	0.45812
NDUFA13	pfc	neuron	gw18	0.98445	0	0.313	1.88669	0.666	0.353	0.52179
APLP1	pfc	neuron	gw18	0.95912	0	0.292	2.06182	0.567	0.275	0.46518
HMGN1	pfc	neuron	gw18	0.94833	0	0.341	1.71941	0.815	0.474	0.55154
MTDH	pfc	neuron	gw18	0.87654	0	0.252	2.008	0.502	0.25	0.43652
COX5A	pfc	neuron	gw18	0.7953	0	0.307	1.65042	0.779	0.472	0.48187
KLC1	pfc	neuron	gw18	0.7947	0	0.289	1.82336	0.64	0.351	0.43585
THRA	pfc	neuron	gw18	0.79091	0	0.265	1.72603	0.63	0.365	0.45823
RPS2	pfc	neuron	gw18	0.77401	0	0.157	1.18624	1	0.843	0.65249
PYURF	pfc	neuron	gw18	0.76551	0	0.248	1.89855	0.524	0.276	0.40321
GUK1	pfc	neuron	gw18	0.76043	0	0.295	1.66143	0.741	0.446	0.4577
RPRM	pfc	neuron	gw18	0.73911	0	0.29	1.61571	0.761	0.471	0.45745
RTN4	pfc	neuron	gw18	0.60354	0	0.149	1.18395	0.959	0.81	0.50977
RPL41	pfc	neuron	gw18	0.5982	0	0.016	1.01628	0.999	0.983	0.58862
WHSC1L1	pfc	neuron	gw18	0.59502	0	0.237	1.57946	0.646	0.409	0.37673
TRIM36	pfc	neuron	gw18	0.59359	0	0.231	1.81915	0.513	0.282	0.3263
PAK2	pfc	neuron	gw18	0.56754	0	0.232	1.66667	0.58	0.348	0.34052
CLTA	pfc	neuron	gw18	0.55656	0	0.251	1.52292	0.731	0.48	0.36546
MEIS2	pfc	neuron	gw18	0.55457	0	0.199	1.35409	0.761	0.562	0.40955
USMG5	pfc	neuron	gw18	0.54527	0	0.221	1.36349	0.829	0.608	0.39991
POLR2L	pfc	neuron	gw18	0.52873	0	0.22	1.67073	0.548	0.328	0.31647
SNAP25	pfc	neuron	gw18	0.51765	0	0.19	1.46455	0.599	0.409	0.35345
COX5B	pfc	neuron	gw18	0.50505	0	0.205	1.33607	0.815	0.61	0.37801
