Package	LibPath	Version	Priority	Depends	Imports	LinkingTo	Suggests	Enhances	License	License_is_FOSS	License_restricts_use	OS_type	MD5sum	NeedsCompilation	Built
shinycssloaders	/home/csandoval/R/x86_64-pc-linux-gnu-library/4.0	1.0.0	NA	R (>= 3.1)	digest, glue, grDevices, shiny	NA	shinydisconnect, shinyjs	NA	MIT + file LICENSE	NA	NA	NA	NA	no	4.0.3
shinyWidgets	/home/csandoval/R/x86_64-pc-linux-gnu-library/4.0	0.5.4	NA	R (>= 3.1.0)	shiny (>= 0.14), htmltools, jsonlite, grDevices	NA	"shinydashboard, testthat, covr, shinydashboardPlus, bs4Dash,
argonR, argonDash, tablerDash, ggplot2, DT, scales"	NA	GPL-3	NA	NA	NA	NA	no	4.0.3
showtext	/home/csandoval/R/x86_64-pc-linux-gnu-library/4.0	0.8-1	NA	sysfonts (>= 0.7.1), showtextdb (>= 2.0)	grDevices	NA	knitr, rmarkdown, prettydoc, curl, jsonlite	NA	Apache License (>= 2.0)	NA	NA	NA	NA	yes	4.0.2
showtextdb	/home/csandoval/R/x86_64-pc-linux-gnu-library/4.0	3.0	NA	NA	sysfonts (>= 0.7), utils	NA	curl	NA	Apache License (>= 2.0)	NA	NA	NA	NA	no	4.0.2
SingleCellExperiment	/home/csandoval/R/x86_64-pc-linux-gnu-library/4.0	1.12.0	NA	SummarizedExperiment	methods, utils, stats, S4Vectors, BiocGenerics	NA	"testthat, BiocStyle, knitr, rmarkdown, Matrix, scRNAseq,
Rtsne"	NA	GPL-3	NA	NA	NA	NA	no	4.0.3
sitmo	/home/csandoval/R/x86_64-pc-linux-gnu-library/4.0	2.0.1	NA	R (>= 3.2.0)	Rcpp (>= 0.12.13)	Rcpp	knitr, rmarkdown, ggplot2	NA	MIT + file LICENSE	NA	NA	NA	NA	yes	4.0.0
sjlabelled	/home/csandoval/R/x86_64-pc-linux-gnu-library/4.0	1.1.6	NA	R (>= 3.2)	insight (>= 0.7.0), stats, tools, utils	NA	"dplyr, haven (>= 1.1.2), magrittr, sjmisc, sjPlot, knitr,
rlang, rmarkdown, snakecase, testthat"	NA	GPL-3	NA	NA	NA	NA	no	4.0.2
skimr	/home/csandoval/R/x86_64-pc-linux-gnu-library/4.0	2.1.2	NA	R (>= 3.1.2)	"cli, crayon, dplyr (>= 0.8.0), knitr (>= 1.2), magrittr (>=
1.5), purrr, repr, rlang (>= 0.3.1), stats, stringr (>= 1.1),
tibble (>= 2.0.0), tidyr (>= 1.0), tidyselect (>= 0.2.5), withr"	NA	"covr, extrafont, lubridate, rmarkdown, sf, testthat (>=
2.0.0)"	NA	GPL-3	NA	NA	NA	NA	no	4.0.2
slam	/home/csandoval/R/x86_64-pc-linux-gnu-library/4.0	0.1-47	NA	R (>= 3.4.0)	stats	NA	NA	Matrix, SparseM, spam	GPL-2	NA	NA	NA	NA	yes	4.0.3
sms	/home/csandoval/R/x86_64-pc-linux-gnu-library/4.0	2.3.1	NA	doParallel, foreach, parallel, methods, iterators, stats	NA	NA	NA	NA	GPL-3	NA	NA	NA	NA	no	4.0.4
sna	/home/csandoval/R/x86_64-pc-linux-gnu-library/4.0	2.5	NA	R (>= 2.0.0), utils, statnet.common, network	NA	NA	rgl, numDeriv, SparseM	NA	GPL (>= 2)	NA	NA	NA	NA	yes	4.0.0
snakecase	/home/csandoval/R/x86_64-pc-linux-gnu-library/4.0	0.11.0	NA	R (>= 3.2)	stringr, stringi	NA	testthat, covr, tibble, purrrlyr, knitr, rmarkdown, magrittr	NA	GPL-3	NA	NA	NA	NA	no	4.0.1
snow	/home/csandoval/R/x86_64-pc-linux-gnu-library/4.0	0.4-3	NA	R (>= 2.13.1), utils	NA	NA	Rmpi,rlecuyer,nws	NA	GPL	NA	NA	NA	NA	no	4.0.3
SnowballC	/home/csandoval/R/x86_64-pc-linux-gnu-library/4.0	0.7.0	NA	NA	NA	NA	NA	NA	BSD_3_clause + file LICENSE	NA	NA	NA	NA	yes	4.0.2
sourcetools	/home/csandoval/R/x86_64-pc-linux-gnu-library/4.0	0.1.7	NA	R (>= 3.0.2)	NA	NA	testthat	NA	MIT + file LICENSE	NA	NA	NA	NA	yes	4.0.1
sp	/home/csandoval/R/x86_64-pc-linux-gnu-library/4.0	1.4-2	NA	R (>= 3.0.0), methods	utils, stats, graphics, grDevices, lattice, grid	NA	"RColorBrewer, rgdal (>= 1.2-3), rgeos (>= 0.3-13), gstat,
maptools, deldir"	NA	GPL (>= 2)	NA	NA	NA	NA	yes	4.0.2
SparseM	/home/csandoval/R/x86_64-pc-linux-gnu-library/4.0	1.78	NA	R (>= 2.15), methods	graphics, stats, utils	NA	NA	NA	GPL (>= 2)	NA	NA	NA	NA	yes	4.0.2
SQUAREM	/home/csandoval/R/x86_64-pc-linux-gnu-library/4.0	2020.4	NA	R (>= 3.0)	NA	NA	setRNG	NA	GPL (>= 2)	NA	NA	NA	NA	no	4.0.2
statmod	/home/csandoval/R/x86_64-pc-linux-gnu-library/4.0	1.4.34	NA	R (>= 3.0.0)	stats, graphics	NA	MASS, tweedie	NA	GPL-2 | GPL-3	NA	NA	NA	NA	yes	4.0.2
statnet.common	/home/csandoval/R/x86_64-pc-linux-gnu-library/4.0	4.3.0	NA	R (>= 3.5)	utils, methods, coda, parallel, tools	NA	covr	NA	GPL-3 + file LICENSE	NA	NA	NA	NA	yes	4.0.0
stringdist	/home/csandoval/R/x86_64-pc-linux-gnu-library/4.0	0.9.6.3	NA	R (>= 2.15.3)	parallel	NA	tinytest	NA	GPL-3	NA	NA	NA	NA	yes	4.0.2
stringi	/home/csandoval/R/x86_64-pc-linux-gnu-library/4.0	1.5.3	NA	R (>= 2.14)	tools, utils, stats	NA	NA	NA	file LICENSE	NA	NA	NA	NA	yes	4.0.3
stringr	/home/csandoval/R/x86_64-pc-linux-gnu-library/4.0	1.4.0	NA	R (>= 3.1)	glue (>= 1.2.0), magrittr, stringi (>= 1.1.7)	NA	covr, htmltools, htmlwidgets, knitr, rmarkdown, testthat	NA	GPL-2 | file LICENSE	NA	NA	NA	NA	no	4.0.0
styler	/home/csandoval/R/x86_64-pc-linux-gnu-library/4.0	1.3.2	NA	NA	"backports (>= 1.1.0), cli (>= 1.1.0), magrittr (>= 1.0.1),
purrr (>= 0.2.3), R.cache (>= 0.14.0), rematch2 (>= 2.0.1),
rlang (>= 0.1.1), rprojroot (>= 1.1), tibble (>= 1.4.2), tools,
withr (>= 1.0.0), xfun (>= 0.1)"	NA	"data.tree (>= 0.1.6), digest, dplyr, here, knitr, prettycode,
rmarkdown, rstudioapi (>= 0.7), testthat (>= 2.1.0)"	NA	GPL-3	NA	NA	NA	NA	no	4.0.4
SummarizedExperiment	/home/csandoval/R/x86_64-pc-linux-gnu-library/4.0	1.18.2	NA	"R (>= 3.2), methods, GenomicRanges (>= 1.33.6), Biobase,
DelayedArray (>= 0.3.20)"	"utils, stats, tools, Matrix, BiocGenerics (>= 0.15.3),
S4Vectors (>= 0.25.14), IRanges (>= 2.21.6), GenomeInfoDb (>=
1.13.1)"	NA	"annotate, AnnotationDbi, hgu95av2.db, GenomicFeatures,
TxDb.Hsapiens.UCSC.hg19.knownGene, BiocStyle, knitr, rmarkdown,
digest, jsonlite, rhdf5, HDF5Array (>= 1.7.5), airway, RUnit,
testthat"	NA	Artistic-2.0	NA	NA	NA	NA	no	4.0.3
sys	/home/csandoval/R/x86_64-pc-linux-gnu-library/4.0	3.4	NA	NA	NA	NA	unix (>= 1.4), spelling, testthat	NA	MIT + file LICENSE	NA	NA	NA	NA	yes	4.0.3
sysfonts	/home/csandoval/R/x86_64-pc-linux-gnu-library/4.0	0.8.1	NA	NA	NA	NA	curl, jsonlite	NA	GPL-2	NA	NA	NA	NA	yes	4.0.2
systemfonts	/home/csandoval/R/x86_64-pc-linux-gnu-library/4.0	0.3.2	NA	NA	NA	cpp11	testthat (>= 2.1.0), covr, knitr, rmarkdown, tools	NA	MIT + file LICENSE	NA	NA	NA	NA	yes	4.0.3
tensor	/home/csandoval/R/x86_64-pc-linux-gnu-library/4.0	1.5	NA	NA	NA	NA	NA	NA	GPL (>= 2)	NA	NA	NA	NA	NA	4.0.3
testthat	/home/csandoval/R/x86_64-pc-linux-gnu-library/4.0	3.0.0	NA	R (>= 3.1)	"brio, callr (>= 3.5.1), cli, crayon (>= 1.3.4), desc, digest,
ellipsis (>= 0.2.0), evaluate, jsonlite, lifecycle, magrittr,
methods, pkgload, praise, processx, ps (>= 1.3.4), R6 (>=
2.2.0), rlang (>= 0.4.1), utils, waldo (>= 0.2.1), withr (>=
2.0.0)"	NA	"covr, curl (>= 0.9.5), diffviewer (>= 0.1.0), knitr, mockery,
rmarkdown, rstudioapi, shiny, usethis, vctrs (>= 0.1.0), xml2"	NA	MIT + file LICENSE	NA	NA	NA	NA	yes	4.0.3
tibble	/home/csandoval/R/x86_64-pc-linux-gnu-library/4.0	3.1.0	NA	R (>= 3.1.0)	"ellipsis (>= 0.2.0), fansi (>= 0.4.0), lifecycle (>= 0.2.0),
magrittr, methods, pillar (>= 1.5.0), pkgconfig, rlang (>=
0.4.3), utils, vctrs (>= 0.3.2)"	NA	"bench, bit64, blob, cli, covr, crayon (>= 1.3.4), DiagrammeR,
dplyr, evaluate, formattable, ggplot2, hms, htmltools, import,
knitr, lubridate, mockr, nycflights13, purrr, rmarkdown,
testthat (>= 3.0.2), tidyr, withr"	NA	MIT + file LICENSE	NA	NA	NA	NA	yes	4.0.4
tictoc	/home/csandoval/R/x86_64-pc-linux-gnu-library/4.0	1.0	NA	R (>= 3.0.3), methods	NA	NA	NA	NA	Apache License (== 2.0) | file LICENSE	NA	NA	NA	NA	no	4.0.1
tidygraph	/home/csandoval/R/x86_64-pc-linux-gnu-library/4.0	1.2.0	NA	NA	"tibble, dplyr (>= 0.8.5), igraph, magrittr, utils, rlang, R6,
Rcpp, tools, stats, tidyr, pillar"	Rcpp	"network, data.tree, ape, graph, methods, testthat, covr,
seriation, netrankr, influenceR, NetSwan"	NA	MIT + file LICENSE	NA	NA	NA	NA	yes	4.0.3
tidyr	/home/csandoval/R/x86_64-pc-linux-gnu-library/4.0	1.1.3	NA	R (>= 3.1)	"dplyr (>= 0.8.2), ellipsis (>= 0.1.0), glue, lifecycle,
magrittr, purrr, rlang, tibble (>= 2.1.1), tidyselect (>=
1.1.0), utils, vctrs (>= 0.3.6)"	cpp11 (>= 0.2.6)	"covr, data.table, jsonlite, knitr, readr, repurrrsive (>=
1.0.0), rmarkdown, testthat (>= 3.0.0)"	NA	MIT + file LICENSE	NA	NA	NA	NA	yes	4.0.4
tidyselect	/home/csandoval/R/x86_64-pc-linux-gnu-library/4.0	1.1.0	NA	R (>= 3.2)	"ellipsis, glue (>= 1.3.0), purrr (>= 0.3.2), rlang (>= 0.4.6),
vctrs (>= 0.2.2)"	NA	"covr, crayon, dplyr, knitr, magrittr, rmarkdown, testthat (>=
2.3.0), tibble (>= 2.1.3), withr"	NA	GPL-3	NA	NA	NA	NA	yes	4.0.0
tidytext	/home/csandoval/R/x86_64-pc-linux-gnu-library/4.0	0.2.6	NA	R (>= 2.10)	"rlang, tibble, dplyr, stringr, hunspell, generics, Matrix,
tokenizers, janeaustenr, purrr (>= 0.1.1), methods"	NA	"readr, tidyr, XML, tm, quanteda, knitr, rmarkdown, ggplot2,
reshape2, wordcloud, topicmodels, NLP, scales, testthat (>=
2.1.0), vdiffr, mallet, stm, data.table, broom, textdata,
stopwords, covr"	NA	MIT + file LICENSE	NA	NA	NA	NA	no	4.0.2
tidyverse	/home/csandoval/R/x86_64-pc-linux-gnu-library/4.0	1.3.0	NA	R (>= 3.2)	"broom (>= 0.5.2), cli (>= 1.1.0), crayon (>= 1.3.4), dbplyr
(>= 1.4.2), dplyr (>= 0.8.3), forcats (>= 0.4.0), ggplot2 (>=
3.2.1), haven (>= 2.2.0), hms (>= 0.5.2), httr (>= 1.4.1),
jsonlite (>= 1.6), lubridate (>= 1.7.4), magrittr (>= 1.5),
modelr (>= 0.1.5), pillar (>= 1.4.2), purrr (>= 0.3.3), readr
(>= 1.3.1), readxl (>= 1.3.1), reprex (>= 0.3.0), rlang (>=
0.4.1), rstudioapi (>= 0.10), rvest (>= 0.3.5), stringr (>=
1.4.0), tibble (>= 2.1.3), tidyr (>= 1.0.0), xml2 (>= 1.2.2)"	NA	covr, feather, glue, knitr, rmarkdown, testthat	NA	GPL-3 | file LICENSE	NA	NA	NA	NA	no	4.0.2
timeDate	/home/csandoval/R/x86_64-pc-linux-gnu-library/4.0	3043.102	NA	R (>= 2.15.1), graphics, utils, stats, methods	NA	NA	date, RUnit	NA	GPL (>= 2)	NA	NA	NA	NA	no	4.0.2
tinytex	/home/csandoval/R/x86_64-pc-linux-gnu-library/4.0	0.27	NA	NA	xfun (>= 0.19)	NA	testit, rstudioapi	NA	MIT + file LICENSE	NA	NA	NA	NA	no	4.0.3
tm	/home/csandoval/R/x86_64-pc-linux-gnu-library/4.0	0.7-7	NA	R (>= 3.2.0), NLP (>= 0.2-0)	"Rcpp, parallel, slam (>= 0.1-37), stats, tools, utils,
graphics, xml2"	BH, Rcpp	"antiword, filehash, methods, pdftools, Rcampdf, Rgraphviz,
Rpoppler, SnowballC, testthat, tm.lexicon.GeneralInquirer"	NA	GPL-3	NA	NA	NA	NA	yes	4.0.3
tmvnsim	/home/csandoval/R/x86_64-pc-linux-gnu-library/4.0	1.0-2	NA	NA	NA	NA	NA	NA	GPL-2	NA	NA	NA	NA	yes	4.0.3
tokenizers	/home/csandoval/R/x86_64-pc-linux-gnu-library/4.0	0.2.1	NA	R (>= 3.1.3)	stringi (>= 1.0.1), Rcpp (>= 0.12.3), SnowballC (>= 0.5.1)	Rcpp	covr, knitr, rmarkdown, stopwords (>= 0.9.0), testthat	NA	MIT + file LICENSE	NA	NA	NA	NA	yes	4.0.2
treemap	/home/csandoval/R/x86_64-pc-linux-gnu-library/4.0	2.4-2	NA	R (>= 2.10)	"colorspace, data.table (>= 1.8.8), ggplot2, grid, gridBase,
igraph, methods, RColorBrewer, shiny (>= 0.12.0)"	NA	knitr	NA	GPL-3	NA	NA	NA	NA	no	4.0.3
triebeard	/home/csandoval/R/x86_64-pc-linux-gnu-library/4.0	0.3.0	NA	NA	Rcpp	Rcpp	knitr, rmarkdown, testthat	NA	MIT + file LICENSE	NA	NA	NA	NA	yes	4.0.3
tsne	/home/csandoval/R/x86_64-pc-linux-gnu-library/4.0	0.1-3	NA	NA	NA	NA	NA	NA	GPL	NA	NA	NA	NA	no	4.0.0
TSP	/home/csandoval/R/x86_64-pc-linux-gnu-library/4.0	1.1-10	NA	R (>= 3.5.0)	graphics, foreach, utils, stats, grDevices	NA	sp, maps, maptools, testthat	NA	GPL-3	NA	NA	NA	NA	yes	4.0.2
tuber	/home/csandoval/R/x86_64-pc-linux-gnu-library/4.0	0.9.9	NA	R (>= 3.4.0)	httr, plyr, dplyr, purrr, jsonlite, utils, httpuv	NA	knitr (>= 1.11), testthat, rmarkdown, xml2, lintr, hms	NA	MIT + file LICENSE	NA	NA	NA	NA	no	4.0.3
tweenr	/home/csandoval/R/x86_64-pc-linux-gnu-library/4.0	1.0.1	NA	R (>= 3.2.0)	Rcpp (>= 0.12.3), grDevices, farver, magrittr, rlang	Rcpp	testthat, covr	NA	MIT + file LICENSE	NA	NA	NA	NA	yes	4.0.0
twilio	/home/csandoval/R/x86_64-pc-linux-gnu-library/4.0	0.1.0	NA	R (>= 3.1.0)	purrr, httr, jsonlite, magrittr, lubridate	NA	testthat	NA	MIT + file LICENSE	NA	NA	NA	NA	no	4.0.2
UpSetR	/home/csandoval/R/x86_64-pc-linux-gnu-library/4.0	1.4.0	NA	R (>= 3.0)	"ggplot2, gridExtra, plyr, utils, stats, methods, grDevices,
scales"	NA	knitr	NA	MIT + file LICENSE	NA	NA	NA	NA	no	4.0.3
urltools	/home/csandoval/R/x86_64-pc-linux-gnu-library/4.0	1.7.3	NA	R (>= 2.10)	Rcpp, methods, triebeard	Rcpp	testthat, knitr	NA	MIT + file LICENSE	NA	NA	NA	NA	yes	4.0.3
useful	/home/csandoval/R/x86_64-pc-linux-gnu-library/4.0	1.2.6	NA	ggplot2	"plyr, dplyr (>= 0.5.0), magrittr, purrr (>= 0.1.0), stats,
scales, utils, Matrix, assertthat"	NA	testthat, tibble, covr	NA	BSD_3_clause + file LICENSE	NA	NA	NA	NA	no	4.0.1
usethis	/home/csandoval/R/x86_64-pc-linux-gnu-library/4.0	1.6.1	NA	R (>= 3.2)	"clipr (>= 0.3.0), cli, crayon, curl (>= 2.7), desc, fs (>=
1.3.0), gh (>= 1.1.0), git2r (>= 0.23), glue (>= 1.3.0), purrr,
rematch2, rlang (>= 0.4.3), rprojroot (>= 1.2), rstudioapi,
stats, utils, whisker, withr, yaml"	NA	"covr, knitr, magick, pkgdown (>= 1.4.0), rmarkdown, roxygen2,
spelling (>= 1.2), styler (>= 1.2.0), testthat (>= 2.1.0)"	NA	GPL-3	NA	NA	NA	NA	no	4.0.1
utf8	/home/csandoval/R/x86_64-pc-linux-gnu-library/4.0	1.2.1	NA	R (>= 2.10)	NA	NA	covr, knitr, rlang, rmarkdown, testthat (>= 3.0.0)	NA	Apache License (== 2.0) | file LICENSE	NA	NA	NA	NA	yes	4.0.4
uwot	/home/csandoval/R/x86_64-pc-linux-gnu-library/4.0	0.1.10	NA	Matrix	Rcpp, methods, FNN, RSpectra, RcppAnnoy (>= 0.0.17), irlba	Rcpp, RcppProgress, RcppAnnoy, dqrng	testthat, covr	NA	GPL (>= 3)	NA	NA	NA	NA	yes	4.0.4
vctrs	/home/csandoval/R/x86_64-pc-linux-gnu-library/4.0	0.3.6	NA	R (>= 3.3)	ellipsis (>= 0.2.0), digest, glue, rlang (>= 0.4.7)	NA	"bit64, covr, crayon, dplyr (>= 0.8.5), generics, knitr,
pillar (>= 1.4.4), pkgdown, rmarkdown, testthat (>= 2.3.0),
tibble, withr, xml2, waldo (>= 0.2.0), zeallot"	NA	MIT + file LICENSE	NA	NA	NA	NA	yes	4.0.4
vegan	/home/csandoval/R/x86_64-pc-linux-gnu-library/4.0	2.5-7	NA	permute (>= 0.9-0), lattice, R (>= 3.4.0)	MASS, cluster, mgcv	NA	parallel, tcltk, knitr, markdown	NA	GPL-2	NA	NA	NA	NA	yes	4.0.3
VennDetail	/home/csandoval/R/x86_64-pc-linux-gnu-library/4.0	1.1.2	NA		"utils, grDevices, stats, methods, dplyr, purrr, tibble,
magrittr, ggplot2, UpSetR, VennDiagram, grid"		knitr, rmarkdown, testthat	NA	GPL-2	NA	NA	NA	NA	no	4.0.3
VennDiagram	/home/csandoval/R/x86_64-pc-linux-gnu-library/4.0	1.6.20	NA	R (>= 2.14.1), grid (>= 2.14.1), futile.logger	NA	NA	testthat	NA	GPL-2	NA	NA	NA	NA	no	4.0.3
viridis	/home/csandoval/R/x86_64-pc-linux-gnu-library/4.0	0.5.1	NA	R (>= 2.10), viridisLite (>= 0.3.0)	stats, ggplot2 (>= 1.0.1), gridExtra	NA	"hexbin (>= 1.27.0), scales, MASS, knitr, dichromat,
colorspace, rasterVis, httr, mapproj, vdiffr, svglite (>=
1.2.0), testthat, covr, rmarkdown, rgdal"	NA	MIT + file LICENSE	NA	NA	NA	NA	no	4.0.0
viridisLite	/home/csandoval/R/x86_64-pc-linux-gnu-library/4.0	0.3.0	NA	R (>= 2.10)	NA	NA	hexbin (>= 1.27.0), ggplot2 (>= 1.0.1), testthat, covr	NA	MIT + file LICENSE	NA	NA	NA	NA	no	4.0.0
visNetwork	/home/csandoval/R/x86_64-pc-linux-gnu-library/4.0	2.0.9	NA	R (>= 3.0)	"htmlwidgets, htmltools, jsonlite, magrittr, utils, methods,
grDevices, stats"	NA	"knitr, rmarkdown, webshot, igraph, rpart, shiny,
shinyWidgets, colourpicker, sparkline, ggraph, tidygraph,
flashClust"	NA	MIT + file LICENSE	NA	NA	NA	NA	no	4.0.3
waldo	/home/csandoval/R/x86_64-pc-linux-gnu-library/4.0	0.2.3	NA	NA	cli, diffobj, fansi, glue, methods, rematch2, rlang, tibble	NA	testthat, covr, R6	NA	MIT + file LICENSE	NA	NA	NA	NA	no	4.0.3
webshot	/home/csandoval/R/x86_64-pc-linux-gnu-library/4.0	0.5.2	NA	R (>= 3.0)	magrittr, jsonlite, callr	NA	httpuv, knitr, rmarkdown, shiny	NA	GPL-2	NA	NA	NA	NA	no	4.0.2
whisker	/home/csandoval/R/x86_64-pc-linux-gnu-library/4.0	0.4	NA	NA	NA	NA	markdown	NA	GPL-3	NA	NA	NA	NA	no	4.0.0
widyr	/home/csandoval/R/x86_64-pc-linux-gnu-library/4.0	0.1.3	NA	NA	rlang, dplyr, tidyr, reshape2, tidytext, purrr, Matrix, broom	NA	"ggraph, igraph, gapminder, testthat, covr, knitr,
janeaustenr, rmarkdown, unvotes (>= 0.2.0), countrycode,
fuzzyjoin, ggplot2, maps, irlba"	NA	MIT + file LICENSE	NA	NA	NA	NA	no	4.0.2
withr	/home/csandoval/R/x86_64-pc-linux-gnu-library/4.0	2.4.1	NA	R (>= 3.2.0)	graphics, grDevices, stats	NA	"covr, DBI, knitr, lattice, methods, rmarkdown, RSQLite,
testthat (>= 2.1.0)"	NA	MIT + file LICENSE	NA	NA	NA	NA	no	4.0.4
xfun	/home/csandoval/R/x86_64-pc-linux-gnu-library/4.0	0.19	NA	NA	stats, tools	NA	"testit, parallel, codetools, rstudioapi, tinytex, mime,
markdown, knitr, htmltools, remotes, pak, rmarkdown"	NA	MIT + file LICENSE	NA	NA	NA	NA	yes	4.0.3
XML	/home/csandoval/R/x86_64-pc-linux-gnu-library/4.0	3.99-0.5	NA	R (>= 4.0.0), methods, utils	NA	NA	bitops, RCurl	NA	BSD_3_clause + file LICENSE	NA	NA	NA	NA	yes	4.0.3
xml2	/home/csandoval/R/x86_64-pc-linux-gnu-library/4.0	1.3.2	NA	R (>= 3.1.0)	methods	NA	"covr, curl, httr, knitr, magrittr, mockery, rmarkdown,
testthat (>= 2.1.0)"	NA	GPL (>= 2)	NA	NA	NA	NA	yes	4.0.0
xmlparsedata	/home/csandoval/R/x86_64-pc-linux-gnu-library/4.0	1.0.4	NA	R (>= 3.0.0)	NA	NA	covr, testthat, xml2	NA	MIT + file LICENSE	NA	NA	NA	NA	no	4.0.3
xopen	/home/csandoval/R/x86_64-pc-linux-gnu-library/4.0	1.0.0	NA	R (>= 3.1)	processx	NA	ps, testthat	NA	MIT + file LICENSE	NA	NA	NA	NA	no	4.0.1
xtable	/home/csandoval/R/x86_64-pc-linux-gnu-library/4.0	1.8-4	NA	R (>= 2.10.0)	stats, utils	NA	knitr, plm, zoo, survival	NA	GPL (>= 2)	NA	NA	NA	NA	no	4.0.1
XVector	/home/csandoval/R/x86_64-pc-linux-gnu-library/4.0	0.30.0	NA	"R (>= 2.8.0), methods, BiocGenerics (>= 0.19.2), S4Vectors (>=
0.27.12), IRanges (>= 2.23.9)"	"methods, utils, tools, zlibbioc, BiocGenerics, S4Vectors,
IRanges"	S4Vectors, IRanges	Biostrings, drosophila2probe, RUnit	NA	Artistic-2.0	NA	NA	NA	NA	yes	4.0.3
yaml	/home/csandoval/R/x86_64-pc-linux-gnu-library/4.0	2.2.1	NA	NA	NA	NA	RUnit	NA	BSD_3_clause + file LICENSE	NA	NA	NA	NA	yes	4.0.4
zip	/home/csandoval/R/x86_64-pc-linux-gnu-library/4.0	2.1.1	NA	NA	NA	NA	covr, processx, R6, testthat, withr	NA	CC0	NA	NA	NA	NA	yes	4.0.2
zlibbioc	/home/csandoval/R/x86_64-pc-linux-gnu-library/4.0	1.34.0	NA	NA	NA	NA	NA	NA	Artistic-2.0 + file LICENSE	NA	NA	NA	NA	yes	4.0.3
zoo	/home/csandoval/R/x86_64-pc-linux-gnu-library/4.0	1.8-9	NA	R (>= 3.1.0), stats	utils, graphics, grDevices, lattice (>= 0.20-27)	NA	"AER, coda, chron, fts, ggplot2 (>= 3.0.0), mondate, scales,
stinepack, strucchange, timeDate, timeSeries, tis, tseries, xts"	NA	GPL-2 | GPL-3	NA	NA	NA	NA	yes	4.0.4
base	/usr/lib/R/library	4.0.4	base	NA	NA	NA	methods	NA	Part of R 4.0.4	NA	NA	NA	NA	NA	4.0.4
boot	/usr/lib/R/library	1.3-26	recommended	R (>= 3.0.0), graphics, stats	NA	NA	MASS, survival	NA	Unlimited	NA	NA	NA	NA	no	4.0.4
class	/usr/lib/R/library	7.3-18	recommended	R (>= 3.0.0), stats, utils	MASS	NA	NA	NA	GPL-2 | GPL-3	NA	NA	NA	NA	yes	4.0.4
cluster	/usr/lib/R/library	2.1.0	recommended	R (>= 3.3.0)	graphics, grDevices, stats, utils	NA	MASS, Matrix	NA	GPL (>= 2)	NA	NA	NA	NA	yes	4.0.4
codetools	/usr/lib/R/library	0.2-18	recommended	R (>= 2.1)	NA	NA	NA	NA	GPL	NA	NA	NA	NA	no	4.0.4
compiler	/usr/lib/R/library	4.0.4	base	NA	NA	NA	NA	NA	Part of R 4.0.4	NA	NA	NA	NA	NA	4.0.4
datasets	/usr/lib/R/library	4.0.4	base	NA	NA	NA	NA	NA	Part of R 4.0.4	NA	NA	NA	NA	NA	4.0.4
foreign	/usr/lib/R/library	0.8-81	recommended	R (>= 4.0.0)	methods, utils, stats	NA	NA	NA	GPL (>= 2)	NA	NA	NA	NA	yes	4.0.4
graphics	/usr/lib/R/library	4.0.4	base	NA	grDevices	NA	NA	NA	Part of R 4.0.4	NA	NA	NA	NA	yes	4.0.4
grDevices	/usr/lib/R/library	4.0.4	base	NA	NA	NA	KernSmooth	NA	Part of R 4.0.4	NA	NA	NA	NA	yes	4.0.4
grid	/usr/lib/R/library	4.0.4	base	NA	grDevices, utils	NA	lattice	NA	Part of R 4.0.4	NA	NA	NA	NA	yes	4.0.4
KernSmooth	/usr/lib/R/library	2.23-18	recommended	R (>= 2.5.0), stats	NA	NA	MASS	NA	Unlimited	NA	NA	NA	NA	yes	4.0.4
lattice	/usr/lib/R/library	0.20-41	recommended	R (>= 3.0.0)	grid, grDevices, graphics, stats, utils	NA	KernSmooth, MASS, latticeExtra	chron	GPL (>= 2)	NA	NA	NA	NA	yes	4.0.4
MASS	/usr/lib/R/library	7.3-53	recommended	R (>= 3.1.0), grDevices, graphics, stats, utils	methods	NA	lattice, nlme, nnet, survival	NA	GPL-2 | GPL-3	NA	NA	NA	NA	yes	4.0.4
Matrix	/usr/lib/R/library	1.3-2	recommended	R (>= 3.6.0)	methods, graphics, grid, stats, utils, lattice	NA	expm, MASS	"MatrixModels, graph, SparseM, sfsmisc, igraph, maptools, sp,
spdep"	GPL (>= 2) | file LICENCE	NA	NA	NA	NA	yes	4.0.4
methods	/usr/lib/R/library	4.0.4	base	NA	utils, stats	NA	codetools	NA	Part of R 4.0.4	NA	NA	NA	NA	yes	4.0.4
mgcv	/usr/lib/R/library	1.8-33	recommended	R (>= 2.14.0), nlme (>= 3.1-64)	methods, stats, graphics, Matrix, splines, utils	NA	parallel, survival, MASS	NA	GPL (>= 2)	NA	NA	NA	NA	yes	4.0.4
nlme	/usr/lib/R/library	3.1-152	recommended	R (>= 3.4.0)	graphics, stats, utils, lattice	NA	Hmisc, MASS	NA	GPL (>= 2) | file LICENCE	NA	NA	NA	NA	yes	4.0.4
nnet	/usr/lib/R/library	7.3-15	recommended	R (>= 3.0.0), stats, utils	NA	NA	MASS	NA	GPL-2 | GPL-3	NA	NA	NA	NA	yes	4.0.4
parallel	/usr/lib/R/library	4.0.4	base	NA	tools, compiler	NA	methods	snow, nws, Rmpi	Part of R 4.0.4	NA	NA	NA	NA	yes	4.0.4
